Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18,No,Travel_Rarely,609,Human Resources,8,3,Technical Degree,1,465,3,Male,46,1,5,Human Resources,4,Divorced,12608,14292,4,Y,No,12,4,1,80,3,2,5,4,15,18,7,7
41,Yes,Travel_Rarely,666,Research & Development,28,4,Technical Degree,1,466,1,Female,88,1,4,Manager,1,Married,1398,10470,7,Y,No,19,3,4,80,3,31,2,1,16,9,0,17
52,No,Travel_Frequently,1301,Sales,27,3,Marketing,1,467,2,Male,45,3,3,Manager,2,Divorced,2008,3990,7,Y,No,23,3,1,80,2,38,5,2,14,4,2,5
41,No,Travel_Rarely,745,Research & Development,2,3,Technical Degree,1,468,3,Female,87,1,1,Laboratory Technician,4,Divorced,13821,13581,6,Y,No,22,3,2,80,1,0,1,3,15,5,10,13
34,Yes,Travel_Rarely,591,Sales,1,2,Marketing,1,469,4,Female,93,4,1,Manager,4,Single,16608,4498,5,Y,No,15,3,4,80,1,10,3,1,14,11,4,17
22,Yes,Travel_Rarely,560,Human Resources,16,4,Marketing,1,470,4,Male,79,1,3,Human Resources,3,Divorced,2864,21017,1,Y,Yes,12,3,1,80,1,1,1,2,33,2,7,16
37,No,Travel_Rarely,1002,Sales,7,2,Marketing,1,471,4,Male,55,4,1,Manager,4,Divorced,9134,19210,5,Y,No,13,4,2,80,3,4,3,2,10,13,8,8
38,Yes,Travel_Rarely,439,Human Resources,22,1,Medical,1,472,2,Male,46,4,3,Manager,2,Divorced,14803,11907,8,Y,No,17,3,1,80,1,21,1,3,0,3,14,12
57,Yes,Travel_Rarely,1064,Sales,24,2,Life Sciences,1,473,4,Male,75,1,2,Sales Executive,1,Single,3772,2671,1,Y,Yes,17,3,1,80,3,12,0,2,14,16,6,15
48,Yes,Travel_Rarely,1456,Research & Development,11,5,Human Resources,1,474,1,Male,97,3,3,Research Director,3,Single,5995,20639,0,Y,Yes,20,3,4,80,1,22,4,2,25,16,15,9
53,Yes,Travel_Rarely,1338,Research & Development,15,2,Other,1,475,1,Male,79,2,2,Manager,4,Single,2490,10663,4,Y,No,11,3,4,80,2,30,4,1,3,13,8,9
28,Yes,Travel_Frequently,446,Human Resources,13,1,Medical,1,476,4,Female,72,2,5,Human Resources,4,Married,4740,22326,5,Y,Yes,25,3,2,80,0,34,3,1,4,14,10,3
32,No,Travel_Rarely,677,Sales,24,2,Life Sciences,1,477,3,Male,77,4,5,Manager,4,Single,17844,19786,2,Y,No,20,3,4,80,3,37,0,3,34,6,2,11
36,No,Non-Travel,1044,Research & Development,2,1,Human Resources,1,478,4,Male,97,3,1,Manager,2,Single,18275,14478,7,Y,No,24,3,4,80,2,40,2,3,12,3,12,7
24,Yes,Travel_Rarely,447,Human Resources,14,4,Medical,1,479,1,Female,48,2,3,Manager,3,Divorced,11767,2935,6,Y,No,21,4,3,80,3,34,0,2,9,16,4,14
45,Yes,Travel_Rarely,1373,Research & Development,24,2,Human Resources,1,480,1,Female,54,1,1,Research Scientist,2,Single,17320,20649,1,Y,Yes,21,4,3,80,3,12,6,1,10,5,9,14
60,No,Travel_Rarely,426,Research & Development,6,1,Marketing,1,481,1,Female,47,1,3,Research Scientist,3,Divorced,9575,26825,6,Y,No,22,3,2,80,2,6,3,3,17,10,7,7
22,Yes,Travel_Rarely,568,Research & Development,9,4,Marketing,1,482,3,Male,80,4,1,Manufacturing Director,1,Single,12898,8347,0,Y,No,14,3,4,80,1,4,0,3,33,11,11,7
22,No,Travel_Rarely,192,Research & Development,28,5,Technical Degree,1,483,3,Male,47,3,5,Manager,2,Single,12263,14434,8,Y,No,16,3,2,80,3,28,2,4,38,14,0,8
47,Yes,Travel_Rarely,395,Research & Development,7,3,Marketing,1,484,3,Male,87,3,5,Healthcare Representative,2,Single,12451,12921,6,Y,No,18,3,3,80,0,7,3,3,40,11,7,16
49,Yes,Travel_Rarely,625,Research & Development,18,1,Medical,1,485,1,Male,93,2,1,Research Scientist,1,Single,14530,21863,5,Y,No,13,3,3,80,0,7,4,2,22,10,6,7
25,Yes,Travel_Rarely,951,Research & Development,24,5,Human Resources,1,486,2,Female,100,2,3,Manager,3,Single,5568,6915,1,Y,No,24,3,3,80,2,6,5,1,6,16,0,11
27,No,Travel_Rarely,360,Sales,9,4,Other,1,487,4,Male,86,1,4,Manager,4,Single,17208,24291,2,Y,No,13,3,2,80,0,18,0,3,38,7,12,14
55,No,Travel_Rarely,1212,Sales,23,5,Human Resources,1,488,4,Female,46,4,3,Manager,1,Single,8300,19891,0,Y,No,18,3,4,80,2,38,4,4,2,11,12,3
49,Yes,Travel_Rarely,1283,Human Resources,4,2,Marketing,1,489,1,Male,88,3,1,Human Resources,4,Divorced,9169,2138,9,Y,No,18,3,1,80,2,22,4,1,11,8,9,5
45,No,Travel_Rarely,287,Research & Development,9,3,Human Resources,1,490,3,Male,96,2,3,Manager,4,Married,1121,20164,4,Y,No,18,4,4,80,3,35,1,3,6,10,11,15
34,No,Non-Travel,445,Research & Development,4,1,Life Sciences,1,491,2,Male,44,2,2,Manager,1,Married,16933,7330,8,Y,No,11,3,2,80,2,31,2,4,25,2,9,4
48,No,Travel_Rarely,922,Research & Development,12,4,Human Resources,1,492,2,Female,55,4,3,Laboratory Technician,3,Single,17532,8719,5,Y,Yes,18,4,3,80,2,3,6,3,32,6,14,12
25,Yes,Travel_Rarely,842,Sales,4,3,Medical,1,493,3,Male,77,4,5,Sales Representative,4,Married,2433,21203,4,Y,No,18,3,1,80,1,29,5,1,36,2,11,14
57,Yes,Travel_Rarely,670,Sales,25,4,Life Sciences,1,494,4,Male,43,1,5,Sales Representative,1,Divorced,11817,10103,2,Y,No,12,3,2,80,3,38,0,1,14,15,5,16
42,No,Travel_Rarely,1051,Research & Development,24,5,Technical Degree,1,495,4,Male,38,4,2,Healthcare Representative,2,Divorced,7052,6108,4,Y,No,22,3,3,80,0,4,4,1,1,9,0,4
26,Yes,Travel_Frequently,610,Research & Development,20,4,Technical Degree,1,496,2,Male,36,1,3,Healthcare Representative,2,Divorced,7998,7874,7,Y,No,19,3,2,80,1,2,4,2,40,6,1,6
19,No,Travel_Frequently,117,Research & Development,14,4,Human Resources,1,497,2,Female,84,1,4,Research Scientist,2,Married,7270,6689,1,Y,Yes,17,3,1,80,1,21,6,3,6,14,4,2
32,No,Travel_Rarely,626,Sales,24,5,Other,1,498,3,Male,41,4,3,Manager,1,Married,1896,10359,4,Y,No,18,3,3,80,3,27,2,2,31,9,1,12
20,No,Travel_Frequently,301,Human Resources,24,5,Medical,1,499,4,Male,46,4,5,Manager,2,Married,17442,21496,5,Y,Yes,12,3,4,80,3,21,5,1,3,11,13,13
53,Yes,Travel_Rarely,1309,Human Resources,7,3,Other,1,500,2,Female,37,4,5,Manager,4,Single,17411,8386,9,Y,No,14,3,2,80,1,21,5,4,19,17,9,15
21,No,Travel_Frequently,410,Research & Development,26,1,Life Sciences,1,501,4,Male,71,4,1,Research Scientist,2,Divorced,13262,3654,7,Y,No,17,4,1,80,3,33,6,3,35,8,0,12
31,No,Travel_Rarely,1406,Research & Development,13,5,Other,1,502,2,Male,66,4,5,Research Director,2,Divorced,19999,13418,7,Y,No,16,3,4,80,3,28,4,2,31,8,5,1
58,No,Travel_Rarely,1283,Research & Development,22,3,Life Sciences,1,503,3,Male,49,1,1,Research Scientist,4,Single,8855,14088,4,Y,No,17,3,1,80,2,12,4,3,27,3,15,13
58,No,Travel_Frequently,1485,Research & Development,8,4,Other,1,504,4,Male,30,2,5,Healthcare Representative,2,Married,7441,18950,8,Y,No,11,3,2,80,3,6,4,4,12,4,7,6
42,No,Travel_Rarely,360,Research & Development,23,4,Technical Degree,1,505,2,Male,38,3,5,Research Director,4,Divorced,14461,23913,3,Y,No,18,3,1,80,2,9,4,2,0,6,7,4
27,No,Non-Travel,1282,Sales,5,2,Medical,1,506,2,Female,53,3,4,Sales Executive,2,Married,14404,4311,8,Y,Yes,23,4,3,80,1,27,1,1,34,6,12,13
38,No,Travel_Rarely,526,Research & Development,12,5,Other,1,507,2,Female,63,1,1,Manager,4,Single,4774,12365,6,Y,Yes,17,3,1,80,1,3,1,2,29,10,12,8
53,No,Travel_Rarely,880,Research & Development,13,3,Human Resources,1,508,2,Male,65,1,1,Manufacturing Director,2,Married,19831,18530,5,Y,No,23,3,2,80,0,31,6,3,35,9,15,9
29,No,Travel_Frequently,1146,Human Resources,29,3,Life Sciences,1,509,3,Female,33,2,5,Manager,4,Single,16959,5081,3,Y,No,14,3,3,80,3,21,5,3,24,10,7,6
44,Yes,Travel_Rarely,740,Research & Development,20,1,Human Resources,1,510,4,Male,58,4,1,Manager,1,Married,13511,10424,1,Y,No,11,3,1,80,1,19,3,3,15,17,15,13
57,No,Travel_Rarely,1472,Research & Development,14,3,Medical,1,511,4,Male,45,1,5,Research Director,4,Single,10750,20615,7,Y,No,25,3,1,80,2,19,0,3,18,11,10,13
19,No,Travel_Rarely,1021,Research & Development,28,5,Human Resources,1,512,1,Female,37,3,5,Manufacturing Director,2,Divorced,6950,2921,5,Y,No,18,3,3,80,1,5,2,1,0,15,15,1
30,Yes,Non-Travel,1113,Human Resources,18,3,Technical Degree,1,513,4,Male,68,4,3,Human Resources,2,Single,5864,12369,2,Y,No,20,4,4,80,3,8,3,2,4,3,5,16
49,No,Travel_Frequently,451,Research & Development,27,2,Technical Degree,1,514,1,Male,87,1,1,Research Scientist,3,Married,16175,26642,6,Y,No,17,4,4,80,0,27,1,1,21,16,10,3
48,No,Travel_Rarely,1062,Sales,24,4,Marketing,1,515,2,Female,41,4,2,Sales Representative,4,Divorced,6797,17445,9,Y,Yes,18,3,3,80,0,12,1,1,23,16,2,12
33,Yes,Travel_Rarely,539,Sales,25,4,Medical,1,516,3,Male,73,3,1,Manager,1,Married,1210,18409,6,Y,Yes,20,3,1,80,1,30,1,1,36,4,0,17
49,No,Travel_Rarely,557,Research & Development,20,3,Other,1,517,3,Male,33,4,1,Healthcare Representative,4,Married,11570,19726,5,Y,No,11,3,4,80,0,38,3,3,35,12,1,2
49,No,Travel_Rarely,725,Research & Development,4,3,Technical Degree,1,518,2,Female,54,1,4,Laboratory Technician,4,Single,17910,6929,1,Y,Yes,15,3,3,80,3,13,1,3,35,2,4,4
51,No,Non-Travel,1205,Human Resources,21,3,Other,1,519,1,Female,99,1,2,Manager,1,Single,8746,15291,7,Y,Yes,19,3,2,80,3,21,3,3,3,16,12,0
28,No,Travel_Rarely,744,Sales,18,3,Other,1,520,2,Female,96,3,2,Manager,4,Married,2997,10471,0,Y,Yes,15,3,1,80,0,36,1,2,35,10,9,8
27,Yes,Travel_Rarely,493,Research & Development,7,2,Life Sciences,1,521,3,Male,68,2,4,Manufacturing Director,1,Single,16450,5536,0,Y,No,23,4,2,80,2,23,4,4,17,0,4,7
32,Yes,Travel_Rarely,675,Research & Development,15,5,Human Resources,1,522,3,Male,53,2,4,Manufacturing Director,1,Married,12746,9496,5,Y,No,24,3,1,80,0,7,4,3,15,17,9,2
34,No,Non-Travel,1484,Human Resources,21,2,Other,1,523,4,Male,35,4,1,Manager,4,Single,15265,5287,4,Y,No,24,3,4,80,0,14,0,2,40,16,13,1
57,No,Travel_Rarely,134,Research & Development,6,2,Marketing,1,524,1,Male,62,1,3,Manufacturing Director,4,Single,8171,7022,8,Y,No,20,3,2,80,1,40,1,3,17,8,0,0
35,No,Non-Travel,1261,Research & Development,16,2,Medical,1,525,4,Male,77,1,4,Research Scientist,2,Married,14074,11698,6,Y,No,22,3,2,80,2,5,6,3,21,6,15,11
26,No,Travel_Rarely,1022,Research & Development,20,4,Medical,1,526,3,Female,96,3,2,Research Director,2,Divorced,15123,17355,1,Y,No,13,3,3,80,0,22,0,1,1,4,0,12
42,No,Travel_Frequently,511,Research & Development,24,2,Life Sciences,1,527,3,Male,31,3,2,Manager,3,Single,9408,15871,6,Y,Yes,19,3,4,80,1,24,3,1,20,15,14,9
57,Yes,Travel_Rarely,1124,Sales,8,3,Marketing,1,528,4,Male,67,1,1,Sales Executive,3,Married,6642,9690,2,Y,Yes,23,3,4,80,1,30,0,1,35,6,8,16
31,Yes,Travel_Rarely,1216,Sales,28,2,Human Resources,1,529,4,Male,69,3,3,Manager,4,Divorced,6764,21394,0,Y,No,19,3,1,80,1,28,1,2,38,12,1,10
42,Yes,Travel_Rarely,514,Research & Development,21,3,Marketing,1,530,3,Female,85,2,5,Manager,1,Single,11834,6631,7,Y,No,14,3,3,80,3,22,3,4,38,12,6,4
39,No,Travel_Rarely,400,Research & Development,16,5,Medical,1,531,4,Female,50,2,4,Healthcare Representative,3,Single,5126,25529,2,Y,No,14,3,3,80,1,9,6,4,28,14,9,8
47,Yes,Travel_Rarely,174,Human Resources,28,4,Marketing,1,532,4,Female,64,4,4,Manager,4,Married,2527,16026,7,Y,No,21,3,1,80,1,8,3,2,25,16,15,12
37,No,Non-Travel,362,Human Resources,22,5,Human Resources,1,533,1,Male,96,3,1,Manager,3,Single,17355,7739,6,Y,No,18,3,2,80,3,12,4,3,20,16,3,10
38,No,Travel_Rarely,791,Research & Development,16,5,Technical Degree,1,534,3,Male,89,4,3,Laboratory Technician,1,Married,3609,6355,1,Y,Yes,17,3,1,80,3,31,3,2,16,18,6,3
49,No,Non-Travel,1437,Research & Development,3,4,Other,1,535,2,Male,52,3,2,Healthcare Representative,4,Married,14246,4029,0,Y,Yes,21,4,1,80,1,40,3,3,15,9,7,10
38,Yes,Travel_Rarely,1060,Human Resources,17,3,Other,1,536,1,Female,94,3,2,Human Resources,1,Single,19588,26519,6,Y,Yes,15,3,1,80,0,0,0,2,30,1,15,8
52,No,Travel_Rarely,833,Research & Development,9,3,Medical,1,537,2,Male,92,2,5,Healthcare Representative,4,Divorced,4563,6632,0,Y,Yes,16,4,3,80,2,0,6,2,8,13,4,6
49,No,Non-Travel,786,Sales,25,3,Medical,1,538,4,Male,52,1,2,Manager,3,Single,17202,6520,5,Y,No,25,3,1,80,3,36,5,2,30,2,12,15
47,No,Travel_Frequently,1290,Research & Development,3,4,Human Resources,1,539,4,Male,71,3,4,Laboratory Technician,2,Divorced,16262,3452,9,Y,Yes,13,3,1,80,2,39,3,4,13,6,11,4
56,No,Travel_Rarely,941,Sales,20,2,Marketing,1,540,2,Male,93,3,5,Sales Executive,3,Single,17203,15517,9,Y,Yes,24,3,1,80,3,17,2,1,36,10,11,5
29,No,Travel_Rarely,436,Human Resources,29,1,Human Resources,1,541,4,Male,95,3,3,Manager,3,Divorced,2751,3863,7,Y,No,25,3,4,80,1,35,5,2,1,16,0,0
58,No,Travel_Frequently,833,Research & Development,7,2,Life Sciences,1,542,4,Male,70,1,5,Research Director,2,Single,2315,15819,6,Y,No,16,3,2,80,3,30,4,4,13,14,15,15
35,Yes,Travel_Frequently,905,Sales,18,2,Medical,1,543,1,Male,49,4,3,Sales Representative,2,Divorced,4858,19670,3,Y,Yes,23,3,2,80,1,0,6,1,32,18,3,17
38,No,Travel_Frequently,1286,Research & Development,12,5,Medical,1,544,2,Male,38,4,2,Research Director,4,Divorced,13369,4910,0,Y,Yes,18,3,2,80,2,35,6,1,34,10,9,12
30,No,Travel_Frequently,491,Research & Development,19,1,Medical,1,545,1,Male,86,3,1,Laboratory Technician,4,Single,13777,8361,0,Y,No,20,3,2,80,0,8,4,2,38,14,15,0
38,No,Travel_Rarely,861,Research & Development,16,3,Human Resources,1,546,2,Female,46,3,5,Manager,1,Single,14041,25503,3,Y,No,24,3,3,80,1,21,3,3,19,14,2,9
25,Yes,Travel_Frequently,984,Sales,22,2,Human Resources,1,547,1,Male,47,4,5,Sales Executive,1,Married,5204,6950,4,Y,No,23,3,3,80,2,27,0,3,1,5,9,6
57,Yes,Travel_Rarely,1073,Research & Development,27,4,Marketing,1,548,3,Female,92,4,4,Manufacturing Director,3,Divorced,19948,23695,6,Y,No,21,3,1,80,2,25,5,3,40,14,14,4
24,No,Travel_Rarely,1196,Research & Development,24,2,Technical Degree,1,549,3,Male,55,2,4,Manufacturing Director,2,Single,19698,17513,3,Y,No,19,3,3,80,3,9,4,2,18,8,11,12
40,Yes,Travel_Rarely,1042,Research & Development,17,3,Medical,1,550,2,Male,42,3,3,Laboratory Technician,1,Married,8628,19520,9,Y,No,13,3,2,80,1,2,4,3,36,4,4,15
49,No,Travel_Rarely,1217,Research & Development,20,2,Technical Degree,1,551,3,Male,46,4,1,Manufacturing Director,3,Single,10289,23721,0,Y,No,18,3,4,80,2,1,2,4,17,18,9,13
28,No,Travel_Rarely,1004,Research & Development,15,5,Human Resources,1,552,1,Female,55,2,4,Healthcare Representative,2,Divorced,3651,10511,9,Y,No,22,3,1,80,0,36,3,4,15,4,12,10
39,No,Travel_Rarely,1486,Research & Development,1,5,Marketing,1,553,2,Male,35,1,4,Manager,4,Single,10378,12264,6,Y,Yes,13,3,1,80,3,30,5,4,3,12,9,1
39,No,Travel_Rarely,1446,Research & Development,2,2,Human Resources,1,554,3,Male,33,3,2,Laboratory Technician,3,Single,15305,8849,1,Y,No,12,3,2,80,3,32,4,4,11,17,12,7
60,Yes,Travel_Rarely,1370,Research & Development,8,5,Life Sciences,1,555,3,Male,36,4,2,Manager,4,Married,16447,24945,1,Y,No,15,3,2,80,2,31,6,1,28,16,5,12
42,No,Travel_Rarely,125,Research & Development,22,4,Other,1,556,2,Male,46,3,4,Research Director,1,Single,16683,6071,7,Y,Yes,24,3,2,80,1,11,4,4,6,14,1,6
39,No,Travel_Rarely,658,Sales,25,1,Other,1,557,3,Male,79,2,3,Sales Representative,1,Married,5766,14117,9,Y,No,14,3,3,80,3,2,4,3,13,13,6,11
45,No,Travel_Rarely,802,Sales,2,2,Human Resources,1,558,3,Male,35,4,1,Sales Executive,2,Divorced,4003,3977,9,Y,No,23,3,1,80,1,25,4,2,11,15,12,7
46,No,Travel_Frequently,504,Research & Development,19,4,Other,1,559,2,Male,59,1,4,Research Director,3,Divorced,16235,2634,9,Y,No,15,4,2,80,2,13,0,3,34,3,2,15
30,No,Travel_Rarely,1498,Research & Development,9,4,Other,1,560,3,Male,85,1,3,Research Director,4,Single,2280,10931,4,Y,No,16,3,4,80,2,11,1,4,4,16,14,17
35,Yes,Travel_Rarely,1411,Research & Development,9,4,Marketing,1,561,3,Female,68,2,3,Research Director,2,Married,2822,23563,9,Y,No,25,3,1,80,1,25,2,1,16,13,0,3
19,No,Non-Travel,542,Sales,13,3,Other,1,562,3,Male,43,1,4,Sales Executive,1,Divorced,19854,23279,1,Y,No,13,3,1,80,0,15,6,4,31,17,9,11
46,Yes,Travel_Rarely,983,Sales,6,2,Marketing,1,563,3,Male,83,1,3,Sales Representative,1,Single,9484,6820,4,Y,Yes,11,3,3,80,3,7,0,2,9,5,2,15
38,Yes,Travel_Rarely,1477,Sales,15,2,Life Sciences,1,564,4,Female,51,1,5,Manager,3,Single,5405,25500,7,Y,No,25,3,1,80,2,27,2,3,16,7,8,16
32,No,Travel_Rarely,1027,Research & Development,19,2,Medical,1,565,2,Female,86,1,3,Research Director,4,Single,10292,18380,5,Y,No,14,3,2,80,0,6,4,2,4,8,9,3
44,No,Travel_Frequently,1344,Research & Development,21,1,Medical,1,566,4,Male,70,1,4,Healthcare Representative,3,Single,14327,20166,2,Y,No,16,3,2,80,0,14,2,2,8,0,10,8
48,No,Travel_Frequently,586,Research & Development,15,4,Medical,1,567,4,Male,39,1,3,Laboratory Technician,4,Single,18209,11140,7,Y,No,12,3,4,80,1,40,3,2,32,12,10,4
32,No,Travel_Rarely,1343,Research & Development,18,2,Marketing,1,568,1,Female,31,1,4,Research Scientist,4,Married,1091,8728,8,Y,No,12,3,1,80,1,35,3,3,35,2,14,16
40,Yes,Travel_Rarely,1192,Research & Development,7,5,Marketing,1,569,4,Male,96,4,2,Manufacturing Director,3,Single,2929,2498,4,Y,No,11,3,1,80,1,7,1,4,35,5,5,16
41,No,Travel_Frequently,132,Research & Development,26,3,Marketing,1,570,4,Female,77,1,4,Healthcare Representative,2,Single,8826,21821,1,Y,Yes,19,3,3,80,0,9,1,2,17,16,10,1
30,No,Travel_Rarely,423,Research & Development,11,1,Life Sciences,1,571,1,Male,71,4,3,Research Director,3,Single,12692,9905,1,Y,No,13,3,2,80,3,14,2,3,8,7,5,1
39,Yes,Travel_Rarely,1375,Research & Development,8,3,Technical Degree,1,572,3,Male,40,3,4,Laboratory Technician,3,Single,12345,9112,6,Y,No,12,3,4,80,1,17,0,1,28,5,3,6
60,No,Travel_Frequently,667,Research & Development,6,4,Marketing,1,573,3,Female,41,2,1,Laboratory Technician,1,Single,16605,13226,0,Y,No,14,3,2,80,3,36,0,3,13,15,14,3
54,No,Travel_Rarely,111,Research & Development,8,5,Marketing,1,574,4,Female,43,1,4,Research Director,1,Single,3102,3501,9,Y,Yes,16,3,1,80,1,40,4,1,24,0,7,12
50,No,Travel_Rarely,779,Research & Development,2,4,Medical,1,575,1,Male,59,2,4,Healthcare Representative,3,Single,13914,11106,1,Y,Yes,11,3,1,80,0,34,0,3,14,9,4,10
20,No,Travel_Rarely,952,Human Resources,19,2,Human Resources,1,576,3,Female,89,1,1,Manager,3,Divorced,9376,9124,9,Y,No,19,3,4,80,3,1,1,4,5,17,6,2
36,No,Travel_Rarely,1028,Sales,16,3,Other,1,577,1,Male,59,4,1,Sales Representative,1,Divorced,6294,25837,3,Y,No,19,3,1,80,3,21,0,2,28,13,8,1
40,No,Travel_Rarely,386,Human Resources,7,5,Other,1,578,2,Female,67,1,1,Human Resources,4,Single,11905,13960,0,Y,No,18,3,4,80,0,14,4,4,14,4,12,15
46,No,Travel_Rarely,254,Research & Development,10,3,Life Sciences,1,579,2,Female,94,3,5,Manufacturing Director,3,Married,5946,23008,3,Y,No,16,3,4,80,3,36,3,3,28,16,12,2
47,No,Travel_Rarely,472,Sales,12,1,Other,1,580,2,Male,76,2,4,Manager,2,Single,17762,10022,9,Y,No,14,3,2,80,0,38,0,2,3,13,15,14
56,No,Non-Travel,402,Research & Development,17,5,Technical Degree,1,581,2,Male,68,2,1,Research Director,2,Married,19211,14121,4,Y,No,12,3,4,80,0,35,0,1,17,17,13,16
42,No,Travel_Rarely,247,Human Resources,7,1,Medical,1,582,4,Male,78,3,1,Manager,2,Married,19494,22545,8,Y,Yes,18,3,1,80,2,4,1,3,38,3,15,15
54,No,Travel_Rarely,1177,Research & Development,22,5,Life Sciences,1,583,2,Male,87,4,2,Healthcare Representative,3,Married,13986,8300,0,Y,No,17,3,3,80,1,14,2,2,15,1,15,6
25,No,Non-Travel,803,Research & Development,8,2,Other,1,584,2,Male,46,4,5,Manager,4,Married,19172,20659,4,Y,Yes,22,3,3,80,2,26,3,1,10,6,4,15
59,No,Travel_Frequently,242,Research & Development,7,3,Other,1,585,1,Female,35,3,4,Healthcare Representative,4,Married,8683,5326,1,Y,No,24,3,1,80,0,15,2,1,13,6,10,4
33,Yes,Travel_Rarely,1213,Sales,4,3,Human Resources,1,586,3,Male,44,2,3,Manager,1,Divorced,18757,17711,8,Y,No,14,3,3,80,0,35,4,4,2,6,13,1
25,No,Travel_Rarely,185,Sales,3,4,Medical,1,587,1,Male,96,1,5,Sales Executive,3,Single,4685,20029,5,Y,No,13,3,3,80,3,37,4,3,37,12,4,0
18,Yes,Travel_Rarely,1368,Sales,19,5,Life Sciences,1,588,4,Female,57,4,5,Sales Executive,4,Divorced,3435,2451,1,Y,No,25,3,4,80,0,17,2,1,17,18,13,12
22,Yes,Non-Travel,1231,Sales,15,5,Medical,1,589,2,Male,73,1,2,Manager,3,Divorced,3971,13732,2,Y,No,16,3,3,80,0,34,1,2,19,5,3,15
20,No,Travel_Rarely,1480,Sales,4,1,Life Sciences,1,590,3,Male,47,2,4,Sales Executive,1,Single,1868,20072,7,Y,No,25,3,3,80,0,24,5,1,24,16,5,4
18,Yes,Travel_Rarely,122,Sales,25,5,Other,1,591,3,Male,61,1,4,Sales Executive,1,Divorced,13057,23606,0,Y,Yes,25,3,3,80,1,21,1,1,37,17,1,2
21,No,Travel_Frequently,1131,Research & Development,9,3,Medical,1,592,2,Male,98,3,1,Research Director,1,Single,5147,26866,2,Y,No,11,3,2,80,2,30,5,4,12,0,2,14
57,Yes,Travel_Rarely,1068,Sales,13,5,Medical,1,593,2,Male,73,4,1,Sales Executive,2,Single,3433,11319,9,Y,Yes,12,3,1,80,2,36,5,4,3,12,0,15
52,No,Travel_Frequently,1346,Research & Development,18,4,Technical Degree,1,594,4,Female,99,4,5,Manufacturing Director,3,Single,11418,18826,0,Y,No,17,3,4,80,1,33,1,2,13,18,1,10
49,Yes,Travel_Rarely,1212,Research & Development,21,4,Human Resources,1,595,4,Male,92,3,2,Research Scientist,1,Single,5026,17857,7,Y,Yes,21,3,3,80,1,22,5,4,32,15,1,17
59,No,Travel_Rarely,554,Research & Development,16,3,Medical,1,596,2,Female,87,3,4,Research Director,3,Married,11460,3752,0,Y,Yes,13,3,1,80,1,15,5,1,27,9,7,8
51,No,Travel_Rarely,443,Research & Development,1,3,Life Sciences,1,597,2,Female,76,4,2,Manager,2,Married,11287,15409,4,Y,No,24,3,3,80,2,5,5,1,36,12,7,7
60,No,Travel_Rarely,494,Sales,4,3,Technical Degree,1,598,2,Female,46,4,3,Manager,2,Divorced,12005,20297,3,Y,No,23,3,2,80,2,14,3,4,7,9,1,4
42,Yes,Travel_Frequently,1477,Sales,18,5,Medical,1,599,2,Male,68,4,4,Sales Executive,1,Single,2143,24949,6,Y,No,11,4,2,80,0,17,4,1,33,13,12,16
27,No,Travel_Frequently,1371,Sales,8,5,Medical,1,600,3,Male,88,2,1,Sales Representative,1,Single,6128,7975,4,Y,Yes,12,3,3,80,2,37,5,1,4,8,13,4
38,No,Travel_Frequently,1104,Sales,20,2,Technical Degree,1,601,4,Female,36,2,5,Sales Executive,4,Single,6703,8749,7,Y,No,20,3,3,80,3,12,4,2,4,10,5,13
56,Yes,Travel_Rarely,1238,Sales,16,1,Other,1,602,2,Male,92,2,2,Manager,3,Single,5173,11216,0,Y,Yes,20,3,3,80,2,23,6,4,30,2,14,6
44,Yes,Travel_Rarely,1072,Sales,21,5,Medical,1,603,2,Male,86,1,1,Sales Representative,1,Married,19739,22486,4,Y,No,24,3,2,80,1,12,4,1,8,7,4,8
44,No,Travel_Rarely,259,Sales,11,2,Marketing,1,604,3,Female,63,2,5,Sales Representative,4,Married,6048,8137,3,Y,No,19,4,2,80,2,0,6,4,31,11,2,16
19,No,Travel_Rarely,912,Sales,20,2,Human Resources,1,605,1,Female,82,4,1,Manager,3,Married,15640,18961,2,Y,No,17,3,1,80,0,35,3,2,32,2,4,2
58,No,Travel_Rarely,1362,Research & Development,21,4,Other,1,606,2,Male,95,2,4,Manager,1,Divorced,11451,6006,4,Y,No,17,3,4,80,2,17,4,4,2,6,4,7
30,Yes,Travel_Frequently,800,Sales,21,5,Medical,1,607,3,Female,77,4,2,Sales Representative,4,Single,9261,2451,9,Y,No,24,3,4,80,1,32,2,1,29,13,4,12
26,No,Travel_Rarely,1368,Research & Development,21,2,Other,1,608,3,Male,89,3,3,Research Scientist,4,Married,18730,14766,2,Y,No,20,3,2,80,3,37,0,4,11,6,2,15
